ID,Handedness,Gender,Type,ConceptOrder,Resp,Axis,Pixel,Exp1,Exp2,Exp3,Exp4
S103,Right,Female,V,3,better,x,391,I tried to place them in an order that could be ascending.,I tried to place them in a way that would flow from best to worst.,I tried to place them in an order where they would flow the best together.,N/A
S103,Right,Female,V,3,better,y,289,I tried to place them in an order that could be ascending.,I tried to place them in a way that would flow from best to worst.,I tried to place them in an order where they would flow the best together.,N/A
S103,Right,Female,V,4,best,x,383,I tried to place them in an order that could be ascending.,I tried to place them in a way that would flow from best to worst.,I tried to place them in an order where they would flow the best together.,N/A
S103,Right,Female,V,4,best,y,647,I tried to place them in an order that could be ascending.,I tried to place them in a way that would flow from best to worst.,I tried to place them in an order where they would flow the best together.,N/A
S104,Right,Female,N,1,2,x,573,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S104,Right,Female,N,1,2,y,571,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S104,Right,Female,N,2,4,x,648,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S104,Right,Female,N,2,4,y,237,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S104,Right,Female,N,3,7,x,270,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S104,Right,Female,N,3,7,y,110,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S104,Right,Female,N,4,9,x,106,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S104,Right,Female,N,4,9,y,390,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S104,Right,Female,Q,1,least,x,652,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S104,Right,Female,Q,1,least,y,378,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S104,Right,Female,Q,2,less,x,390,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S104,Right,Female,Q,2,less,y,572,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S104,Right,Female,Q,3,more,x,397,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S104,Right,Female,Q,3,more,y,105,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S104,Right,Female,Q,4,most,x,109,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S104,Right,Female,Q,4,most,y,360,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S104,Right,Female,T,1,earliest,x,318,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S104,Right,Female,T,1,earliest,y,641,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S104,Right,Female,T,2,earlier,x,512,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S104,Right,Female,T,2,earlier,y,602,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S104,Right,Female,T,3,later,x,467,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S104,Right,Female,T,3,later,y,637,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S104,Right,Female,T,4,latest,x,254,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S104,Right,Female,T,4,latest,y,611,"Again, I placed then clockwise with 'least' starting at noon.",NA,I just placed them randomly at the top for speed of placement.,Based on the numbers of a clock face.
S105,Right,Female,N,1,2,x,556,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S105,Right,Female,N,1,2,y,226,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S105,Right,Female,N,2,4,x,530,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S105,Right,Female,N,2,4,y,144,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S105,Right,Female,N,3,7,x,333,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S105,Right,Female,N,3,7,y,122,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S105,Right,Female,N,4,9,x,273,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S105,Right,Female,N,4,9,y,128,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S105,Right,Female,Q,1,least,x,520,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S105,Right,Female,Q,1,least,y,575,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S105,Right,Female,Q,2,less,x,214,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S105,Right,Female,Q,2,less,y,155,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S105,Right,Female,Q,3,more,x,168,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S105,Right,Female,Q,3,more,y,534,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S105,Right,Female,Q,4,most,x,518,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S105,Right,Female,Q,4,most,y,218,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S105,Right,Female,T,1,earliest,x,168,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S105,Right,Female,T,1,earliest,y,183,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S105,Right,Female,T,2,earlier,x,179,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S105,Right,Female,T,2,earlier,y,510,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S105,Right,Female,T,3,later,x,546,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S105,Right,Female,T,3,later,y,257,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S105,Right,Female,T,4,latest,x,565,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S105,Right,Female,T,4,latest,y,526,NA,I felt like i could coordonate it as a square,The square felt easiest also,I felt like it was a combination almost.
S106,Right,Male,Q,1,least,x,216,na,na,na,na
S106,Right,Male,Q,1,least,y,483,na,na,na,na
S106,Right,Male,Q,2,less,x,377,na,na,na,na
S106,Right,Male,Q,2,less,y,169,na,na,na,na
S106,Right,Male,Q,3,more,x,544,na,na,na,na
S106,Right,Male,Q,3,more,y,514,na,na,na,na
S106,Right,Male,Q,4,most,x,285,na,na,na,na
S106,Right,Male,Q,4,most,y,198,na,na,na,na
S106,Right,Male,V,1,worst,x,494,na,na,na,na
S106,Right,Male,V,1,worst,y,112,na,na,na,na
S106,Right,Male,V,2,worse,x,618,na,na,na,na
S106,Right,Male,V,2,worse,y,470,na,na,na,na
S106,Right,Male,V,3,better,x,151,na,na,na,na
S106,Right,Male,V,3,better,y,421,na,na,na,na
S106,Right,Male,V,4,best,x,367,na,na,na,na
S106,Right,Male,V,4,best,y,634,na,na,na,na
S107,Right,Male,N,1,2,x,144,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S107,Right,Male,N,1,2,y,319,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S107,Right,Male,N,2,4,x,514,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S107,Right,Male,N,2,4,y,328,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S107,Right,Male,N,3,7,x,423,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S107,Right,Male,N,3,7,y,557,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S107,Right,Male,N,4,9,x,336,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S107,Right,Male,N,4,9,y,471,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S107,Right,Male,Q,1,least,x,457,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S107,Right,Male,Q,1,least,y,81,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S107,Right,Male,Q,2,less,x,402,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S107,Right,Male,Q,2,less,y,676,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S107,Right,Male,Q,3,more,x,122,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S107,Right,Male,Q,3,more,y,305,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S107,Right,Male,Q,4,most,x,531,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S107,Right,Male,Q,4,most,y,402,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S107,Right,Male,T,1,earliest,x,370,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S107,Right,Male,T,1,earliest,y,228,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S107,Right,Male,T,2,earlier,x,437,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S107,Right,Male,T,2,earlier,y,381,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S107,Right,Male,T,3,later,x,389,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S107,Right,Male,T,3,later,y,603,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S107,Right,Male,T,4,latest,x,162,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S107,Right,Male,T,4,latest,y,464,it was nothing without as there,firtly considered for one type of surgical values,there was so entity words of our suspentional,that was yield to be sensitive
S108,Right,Female,Q,1,least,x,365,NA,NA,NA,NA
S108,Right,Female,Q,1,least,y,206,NA,NA,NA,NA
S108,Right,Female,Q,2,less,x,543,NA,NA,NA,NA
S108,Right,Female,Q,2,less,y,409,NA,NA,NA,NA
S108,Right,Female,Q,3,more,x,323,NA,NA,NA,NA
S108,Right,Female,Q,3,more,y,326,NA,NA,NA,NA
S108,Right,Female,Q,4,most,x,282,NA,NA,NA,NA
S108,Right,Female,Q,4,most,y,557,NA,NA,NA,NA
S108,Right,Female,T,1,earliest,x,348,NA,NA,NA,NA
S108,Right,Female,T,1,earliest,y,204,NA,NA,NA,NA
S108,Right,Female,T,2,earlier,x,619,NA,NA,NA,NA
S108,Right,Female,T,2,earlier,y,400,NA,NA,NA,NA
S108,Right,Female,T,3,later,x,479,NA,NA,NA,NA
S108,Right,Female,T,3,later,y,546,NA,NA,NA,NA
S108,Right,Female,T,4,latest,x,203,NA,NA,NA,NA
S108,Right,Female,T,4,latest,y,273,NA,NA,NA,NA
S108,Right,Female,V,1,worst,x,157,NA,NA,NA,NA
S108,Right,Female,V,1,worst,y,443,NA,NA,NA,NA
S108,Right,Female,V,2,worse,x,297,NA,NA,NA,NA
S108,Right,Female,V,2,worse,y,654,NA,NA,NA,NA
S108,Right,Female,V,3,better,x,347,NA,NA,NA,NA
S108,Right,Female,V,3,better,y,179,NA,NA,NA,NA
S108,Right,Female,V,4,best,x,674,NA,NA,NA,NA
S108,Right,Female,V,4,best,y,342,NA,NA,NA,NA
S109,Right,Male,Q,1,least,x,391,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S109,Right,Male,Q,1,least,y,95,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S109,Right,Male,Q,2,less,x,383,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S109,Right,Male,Q,2,less,y,247,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S109,Right,Male,Q,3,more,x,400,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S109,Right,Male,Q,3,more,y,548,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S109,Right,Male,Q,4,most,x,406,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S109,Right,Male,Q,4,most,y,651,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S109,Right,Male,T,1,earliest,x,132,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S109,Right,Male,T,1,earliest,y,393,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S109,Right,Male,T,2,earlier,x,302,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S109,Right,Male,T,2,earlier,y,389,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S109,Right,Male,T,3,later,x,546,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S109,Right,Male,T,3,later,y,400,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S109,Right,Male,T,4,latest,x,671,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S109,Right,Male,T,4,latest,y,408,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S109,Right,Male,V,1,worst,x,670,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S109,Right,Male,V,1,worst,y,385,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S109,Right,Male,V,2,worse,x,525,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S109,Right,Male,V,2,worse,y,386,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S109,Right,Male,V,3,better,x,322,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S109,Right,Male,V,3,better,y,374,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S109,Right,Male,V,4,best,x,154,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S109,Right,Male,V,4,best,y,373,I went from bottom to top with least to most,I went from left to right; from worst to best.,I chose to go from left to right; from earliest to latest.,I did not place numbers at all
S11,Left,Female,Q,1,least,x,385,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S11,Left,Female,Q,1,least,y,65,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S11,Left,Female,Q,2,less,x,384,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S11,Left,Female,Q,2,less,y,177,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S11,Left,Female,Q,3,more,x,386,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S11,Left,Female,Q,3,more,y,544,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S11,Left,Female,Q,4,most,x,383,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S11,Left,Female,Q,4,most,y,663,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S11,Left,Female,T,1,earliest,x,144,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S11,Left,Female,T,1,earliest,y,351,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S11,Left,Female,T,2,earlier,x,222,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S11,Left,Female,T,2,earlier,y,348,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S11,Left,Female,T,3,later,x,686,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S11,Left,Female,T,3,later,y,350,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S11,Left,Female,T,4,latest,x,696,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S11,Left,Female,T,4,latest,y,352,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S11,Left,Female,V,1,worst,x,381,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S11,Left,Female,V,1,worst,y,70,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S11,Left,Female,V,2,worse,x,380,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S11,Left,Female,V,2,worse,y,185,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S11,Left,Female,V,3,better,x,380,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S11,Left,Female,V,3,better,y,493,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S11,Left,Female,V,4,best,x,382,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S11,Left,Female,V,4,best,y,661,"I moved up and down from the bottom, based on if they were the least (lowest to the bottom) or the most (closest to the top).","I thought of it as filling the circle from bottom to top, the best being right near the top and the worst being near the bottom.","When referring to time, I moved from left to right instead of up and down, but the same way otherwise.",I did not receive this question.
S110,Left,Male,Q,1,least,x,80,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S110,Left,Male,Q,1,least,y,382,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S110,Left,Male,Q,2,less,x,206,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S110,Left,Male,Q,2,less,y,377,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S110,Left,Male,Q,3,more,x,575,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S110,Left,Male,Q,3,more,y,398,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S110,Left,Male,Q,4,most,x,694,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S110,Left,Male,Q,4,most,y,398,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S110,Left,Male,T,1,earliest,x,72,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S110,Left,Male,T,1,earliest,y,365,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S110,Left,Male,T,2,earlier,x,228,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S110,Left,Male,T,2,earlier,y,361,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S110,Left,Male,T,3,later,x,569,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S110,Left,Male,T,3,later,y,374,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S110,Left,Male,T,4,latest,x,698,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S110,Left,Male,T,4,latest,y,371,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S110,Left,Male,V,1,worst,x,385,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S110,Left,Male,V,1,worst,y,58,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S110,Left,Male,V,2,worse,x,383,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S110,Left,Male,V,2,worse,y,165,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S110,Left,Male,V,3,better,x,375,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S110,Left,Male,V,3,better,y,580,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S110,Left,Male,V,4,best,x,375,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S110,Left,Male,V,4,best,y,677,Less is somewhat better than least and most is a little bit better than most.,Worse is a little better than worst and better is a little worse than best.,Earliest is a little bit sooner than earlier and later is a little bit sooner than latest.,NA
S111,Right,Male,Q,1,least,x,107,NA,NA,NA,NA
